Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,location,On hand (new),On hand (current)
3661842472348,Nappe Coton Bio Garlin Bleu Bic - 160 cm - ARTIGA,"<p>Chez La Gustothèque, nous sommes fiers de vous présenter des pièces qui racontent une histoire, celle d'un savoir-faire authentique et d'une passion pour les belles choses. Cette nappe incarne parfaitement cet esprit.</p><p>Apportez une touche d'élégance et de convivialité inspirée du Sud-Ouest à votre table avec cette nappe en coton biologique. Idéale pour les repas quotidiens ou les occasions spéciales, elle promet de transformer chaque moment en une expérience chaleureuse et stylée.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Fabriquée en <strong>100% coton biologique</strong> pour un respect de l'environnement et une douceur inégalée.</li><li>Design <strong>Garlin Bleu Bic</strong>, évoquant la fraîcheur et la tradition des motifs du Sud-Ouest.</li><li>Dimensions généreuses de <strong>160 cm</strong>, parfaites pour accueillir vos convives confortablement.</li><li><strong>Durabilité</strong> et <strong>facilité d'entretien</strong>, garantissant une longévité exceptionnelle et un usage sans contrainte.</li></ul><p>Chaque détail de cette nappe a été pensé pour allier esthétisme et fonctionnalité, reflétant l'exigence de qualité qui nous anime.</p><h3>Le conseil de La Gustothèque</h3><p>Pour une table harmonieuse, associez cette nappe bleue avec des serviettes de table en lin naturel ou des vaisselles aux tons clairs. Elle fera également un cadeau raffiné et apprécié.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, bleu, Sud-Ouest, table, Lagustothèque",TRUE,Taille,250 cm,,,,,GARLN160_1464_250CM,,shopify,0,deny,manual,159.00,,TRUE,TRUE,3661842472409,,,Nappe en coton biologique Artiga Garlin bleu bic de 160 cm de diamètre,FALSE,Nappe Coton Bio Artiga Garlin Bleu Bic - 160 cm | Table Sud-Ouest,"Sublimez votre table avec la nappe Garlin Bleu Bic en coton biologique Artiga. Un design inspiré du Sud-Ouest, durable et facile d'entretien. Idéale pour des repas conviviaux, sélectionnée pour sa qualité par La Gustothèque.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842472348,Nappe Coton Bio Garlin Bleu Bic - 160 cm - ARTIGA,"<p>Chez La Gustothèque, nous sommes fiers de vous présenter des pièces qui racontent une histoire, celle d'un savoir-faire authentique et d'une passion pour les belles choses. Cette nappe incarne parfaitement cet esprit.</p><p>Apportez une touche d'élégance et de convivialité inspirée du Sud-Ouest à votre table avec cette nappe en coton biologique. Idéale pour les repas quotidiens ou les occasions spéciales, elle promet de transformer chaque moment en une expérience chaleureuse et stylée.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Fabriquée en <strong>100% coton biologique</strong> pour un respect de l'environnement et une douceur inégalée.</li><li>Design <strong>Garlin Bleu Bic</strong>, évoquant la fraîcheur et la tradition des motifs du Sud-Ouest.</li><li>Dimensions généreuses de <strong>160 cm</strong>, parfaites pour accueillir vos convives confortablement.</li><li><strong>Durabilité</strong> et <strong>facilité d'entretien</strong>, garantissant une longévité exceptionnelle et un usage sans contrainte.</li></ul><p>Chaque détail de cette nappe a été pensé pour allier esthétisme et fonctionnalité, reflétant l'exigence de qualité qui nous anime.</p><h3>Le conseil de La Gustothèque</h3><p>Pour une table harmonieuse, associez cette nappe bleue avec des serviettes de table en lin naturel ou des vaisselles aux tons clairs. Elle fera également un cadeau raffiné et apprécié.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, bleu, Sud-Ouest, table, Lagustothèque",TRUE,Taille,300 cm,,,,,GARLN160_1464_300CM,,shopify,0,deny,manual,185.00,,TRUE,TRUE,3661842472430,,,Nappe en coton biologique Artiga Garlin bleu bic de 160 cm de diamètre,FALSE,Nappe Coton Bio Artiga Garlin Bleu Bic - 160 cm | Table Sud-Ouest,"Sublimez votre table avec la nappe Garlin Bleu Bic en coton biologique Artiga. Un design inspiré du Sud-Ouest, durable et facile d'entretien. Idéale pour des repas conviviaux, sélectionnée pour sa qualité par La Gustothèque.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842472348,Nappe Coton Bio Garlin Bleu Bic - 160 cm - ARTIGA,"<p>Chez La Gustothèque, nous sommes fiers de vous présenter des pièces qui racontent une histoire, celle d'un savoir-faire authentique et d'une passion pour les belles choses. Cette nappe incarne parfaitement cet esprit.</p><p>Apportez une touche d'élégance et de convivialité inspirée du Sud-Ouest à votre table avec cette nappe en coton biologique. Idéale pour les repas quotidiens ou les occasions spéciales, elle promet de transformer chaque moment en une expérience chaleureuse et stylée.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Fabriquée en <strong>100% coton biologique</strong> pour un respect de l'environnement et une douceur inégalée.</li><li>Design <strong>Garlin Bleu Bic</strong>, évoquant la fraîcheur et la tradition des motifs du Sud-Ouest.</li><li>Dimensions généreuses de <strong>160 cm</strong>, parfaites pour accueillir vos convives confortablement.</li><li><strong>Durabilité</strong> et <strong>facilité d'entretien</strong>, garantissant une longévité exceptionnelle et un usage sans contrainte.</li></ul><p>Chaque détail de cette nappe a été pensé pour allier esthétisme et fonctionnalité, reflétant l'exigence de qualité qui nous anime.</p><h3>Le conseil de La Gustothèque</h3><p>Pour une table harmonieuse, associez cette nappe bleue avec des serviettes de table en lin naturel ou des vaisselles aux tons clairs. Elle fera également un cadeau raffiné et apprécié.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, bleu, Sud-Ouest, table, Lagustothèque",TRUE,Taille,350 cm,,,,,GARLN160_1464_350CM,,shopify,0,deny,manual,209.00,,TRUE,TRUE,3661842472461,,,Nappe en coton biologique Artiga Garlin bleu bic de 160 cm de diamètre,FALSE,Nappe Coton Bio Artiga Garlin Bleu Bic - 160 cm | Table Sud-Ouest,"Sublimez votre table avec la nappe Garlin Bleu Bic en coton biologique Artiga. Un design inspiré du Sud-Ouest, durable et facile d'entretien. Idéale pour des repas conviviaux, sélectionnée pour sa qualité par La Gustothèque.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842472331,Nappe Coton Bio Garlin Pêche - 160 cm - ARTIGA,"<p>La Gustothèque sélectionne des produits qui apportent joie et authenticité à votre intérieur. Cette nappe est une invitation au voyage, une célébration des couleurs et de la qualité.</p><p>Offrez à votre table une explosion de couleurs avec cette charmante nappe en coton biologique. Son motif Garlin Pêche, riche et multicolore, est une véritable ode à la douceur de vivre du Sud-Ouest, parfaite pour égayer vos repas en famille ou entre amis.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Confectionnée en <strong>100% coton biologique</strong>, garantissant un toucher agréable et un engagement écologique.</li><li>Un motif <strong>Garlin Pêche multicolore</strong> qui dynamise instantanément votre décoration de table.</li><li>Taille standard de <strong>160 cm</strong>, idéale pour une variété de tables et de configurations.</li><li><strong>Robustesse</strong> et <strong>entretien aisé</strong> pour une utilisation quotidienne et durable.</li></ul><p>Une pièce maîtresse qui allie esthétisme, confort et respect des matériaux, fidèle aux valeurs de notre sélection.</p><h3>Le conseil de La Gustothèque</h3><p>Cette nappe est parfaite pour les déjeuners estivaux en extérieur ou pour apporter une note de gaieté à votre salle à manger. Osez l'associer à des éléments de vaisselle simples pour laisser le motif s'exprimer pleinement.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, multicolore, pêche, Sud-Ouest, Lagustothèque",TRUE,Taille,160 cm,,,,,GARLN160_1465_160CM,,shopify,0,deny,manual,115.00,,TRUE,TRUE,3661842472331,https://www.artiga.fr/8537-medium_default/nappe-en-coton-garlin-peche.jpg,1,Nappe en coton biologique Artiga Garlin motif pêche multicolore de 160 cm,FALSE,Nappe Coton Bio Artiga Garlin Pêche - 160 cm | Table Élégante,"Illuminez vos repas avec la nappe Garlin Pêche en coton biologique Artiga. Un motif multicolore vibrant inspiré du Sud-Ouest, conçue pour durer. Sélectionnée par La Gustothèque pour son authenticité et sa qualité irréprochable.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842472331,Nappe Coton Bio Garlin Pêche - 160 cm - ARTIGA,"<p>La Gustothèque sélectionne des produits qui apportent joie et authenticité à votre intérieur. Cette nappe est une invitation au voyage, une célébration des couleurs et de la qualité.</p><p>Offrez à votre table une explosion de couleurs avec cette charmante nappe en coton biologique. Son motif Garlin Pêche, riche et multicolore, est une véritable ode à la douceur de vivre du Sud-Ouest, parfaite pour égayer vos repas en famille ou entre amis.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Confectionnée en <strong>100% coton biologique</strong>, garantissant un toucher agréable et un engagement écologique.</li><li>Un motif <strong>Garlin Pêche multicolore</strong> qui dynamise instantanément votre décoration de table.</li><li>Taille standard de <strong>160 cm</strong>, idéale pour une variété de tables et de configurations.</li><li><strong>Robustesse</strong> et <strong>entretien aisé</strong> pour une utilisation quotidienne et durable.</li></ul><p>Une pièce maîtresse qui allie esthétisme, confort et respect des matériaux, fidèle aux valeurs de notre sélection.</p><h3>Le conseil de La Gustothèque</h3><p>Cette nappe est parfaite pour les déjeuners estivaux en extérieur ou pour apporter une note de gaieté à votre salle à manger. Osez l'associer à des éléments de vaisselle simples pour laisser le motif s'exprimer pleinement.</p>",,,,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, multicolore, pêche, Sud-Ouest, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8538-medium_default/nappe-en-coton-garlin-peche.jpg,2,Nappe en coton biologique Artiga Garlin motif pêche multicolore de 160 cm,,Nappe Coton Bio Artiga Garlin Pêche - 160 cm | Table Élégante,"Illuminez vos repas avec la nappe Garlin Pêche en coton biologique Artiga. Un motif multicolore vibrant inspiré du Sud-Ouest, conçue pour durer. Sélectionnée par La Gustothèque pour son authenticité et sa qualité irréprochable.",4143,,,,,,,,,,,,,,,,,,,
3661842472331,Nappe Coton Bio Garlin Pêche - 160 cm - ARTIGA,"<p>La Gustothèque sélectionne des produits qui apportent joie et authenticité à votre intérieur. Cette nappe est une invitation au voyage, une célébration des couleurs et de la qualité.</p><p>Offrez à votre table une explosion de couleurs avec cette charmante nappe en coton biologique. Son motif Garlin Pêche, riche et multicolore, est une véritable ode à la douceur de vivre du Sud-Ouest, parfaite pour égayer vos repas en famille ou entre amis.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Confectionnée en <strong>100% coton biologique</strong>, garantissant un toucher agréable et un engagement écologique.</li><li>Un motif <strong>Garlin Pêche multicolore</strong> qui dynamise instantanément votre décoration de table.</li><li>Taille standard de <strong>160 cm</strong>, idéale pour une variété de tables et de configurations.</li><li><strong>Robustesse</strong> et <strong>entretien aisé</strong> pour une utilisation quotidienne et durable.</li></ul><p>Une pièce maîtresse qui allie esthétisme, confort et respect des matériaux, fidèle aux valeurs de notre sélection.</p><h3>Le conseil de La Gustothèque</h3><p>Cette nappe est parfaite pour les déjeuners estivaux en extérieur ou pour apporter une note de gaieté à votre salle à manger. Osez l'associer à des éléments de vaisselle simples pour laisser le motif s'exprimer pleinement.</p>",,,,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, multicolore, pêche, Sud-Ouest, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8539-medium_default/nappe-en-coton-garlin-peche.jpg,3,Nappe en coton biologique Artiga Garlin motif pêche multicolore de 160 cm,,Nappe Coton Bio Artiga Garlin Pêche - 160 cm | Table Élégante,"Illuminez vos repas avec la nappe Garlin Pêche en coton biologique Artiga. Un motif multicolore vibrant inspiré du Sud-Ouest, conçue pour durer. Sélectionnée par La Gustothèque pour son authenticité et sa qualité irréprochable.",4143,,,,,,,,,,,,,,,,,,,
3661842472331,Nappe Coton Bio Garlin Pêche - 160 cm - ARTIGA,"<p>La Gustothèque sélectionne des produits qui apportent joie et authenticité à votre intérieur. Cette nappe est une invitation au voyage, une célébration des couleurs et de la qualité.</p><p>Offrez à votre table une explosion de couleurs avec cette charmante nappe en coton biologique. Son motif Garlin Pêche, riche et multicolore, est une véritable ode à la douceur de vivre du Sud-Ouest, parfaite pour égayer vos repas en famille ou entre amis.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Confectionnée en <strong>100% coton biologique</strong>, garantissant un toucher agréable et un engagement écologique.</li><li>Un motif <strong>Garlin Pêche multicolore</strong> qui dynamise instantanément votre décoration de table.</li><li>Taille standard de <strong>160 cm</strong>, idéale pour une variété de tables et de configurations.</li><li><strong>Robustesse</strong> et <strong>entretien aisé</strong> pour une utilisation quotidienne et durable.</li></ul><p>Une pièce maîtresse qui allie esthétisme, confort et respect des matériaux, fidèle aux valeurs de notre sélection.</p><h3>Le conseil de La Gustothèque</h3><p>Cette nappe est parfaite pour les déjeuners estivaux en extérieur ou pour apporter une note de gaieté à votre salle à manger. Osez l'associer à des éléments de vaisselle simples pour laisser le motif s'exprimer pleinement.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, multicolore, pêche, Sud-Ouest, Lagustothèque",TRUE,Taille,200 cm,,,,,GARLN160_1465_200CM,,shopify,0,deny,manual,129.00,,TRUE,TRUE,3661842472362,,,Nappe en coton biologique Artiga Garlin motif pêche multicolore de 160 cm,FALSE,Nappe Coton Bio Artiga Garlin Pêche - 160 cm | Table Élégante,"Illuminez vos repas avec la nappe Garlin Pêche en coton biologique Artiga. Un motif multicolore vibrant inspiré du Sud-Ouest, conçue pour durer. Sélectionnée par La Gustothèque pour son authenticité et sa qualité irréprochable.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842472331,Nappe Coton Bio Garlin Pêche - 160 cm - ARTIGA,"<p>La Gustothèque sélectionne des produits qui apportent joie et authenticité à votre intérieur. Cette nappe est une invitation au voyage, une célébration des couleurs et de la qualité.</p><p>Offrez à votre table une explosion de couleurs avec cette charmante nappe en coton biologique. Son motif Garlin Pêche, riche et multicolore, est une véritable ode à la douceur de vivre du Sud-Ouest, parfaite pour égayer vos repas en famille ou entre amis.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Confectionnée en <strong>100% coton biologique</strong>, garantissant un toucher agréable et un engagement écologique.</li><li>Un motif <strong>Garlin Pêche multicolore</strong> qui dynamise instantanément votre décoration de table.</li><li>Taille standard de <strong>160 cm</strong>, idéale pour une variété de tables et de configurations.</li><li><strong>Robustesse</strong> et <strong>entretien aisé</strong> pour une utilisation quotidienne et durable.</li></ul><p>Une pièce maîtresse qui allie esthétisme, confort et respect des matériaux, fidèle aux valeurs de notre sélection.</p><h3>Le conseil de La Gustothèque</h3><p>Cette nappe est parfaite pour les déjeuners estivaux en extérieur ou pour apporter une note de gaieté à votre salle à manger. Osez l'associer à des éléments de vaisselle simples pour laisser le motif s'exprimer pleinement.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, multicolore, pêche, Sud-Ouest, Lagustothèque",TRUE,Taille,250 cm,,,,,GARLN160_1465_250CM,,shopify,0,deny,manual,159.00,,TRUE,TRUE,3661842472393,,,Nappe en coton biologique Artiga Garlin motif pêche multicolore de 160 cm,FALSE,Nappe Coton Bio Artiga Garlin Pêche - 160 cm | Table Élégante,"Illuminez vos repas avec la nappe Garlin Pêche en coton biologique Artiga. Un motif multicolore vibrant inspiré du Sud-Ouest, conçue pour durer. Sélectionnée par La Gustothèque pour son authenticité et sa qualité irréprochable.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842472331,Nappe Coton Bio Garlin Pêche - 160 cm - ARTIGA,"<p>La Gustothèque sélectionne des produits qui apportent joie et authenticité à votre intérieur. Cette nappe est une invitation au voyage, une célébration des couleurs et de la qualité.</p><p>Offrez à votre table une explosion de couleurs avec cette charmante nappe en coton biologique. Son motif Garlin Pêche, riche et multicolore, est une véritable ode à la douceur de vivre du Sud-Ouest, parfaite pour égayer vos repas en famille ou entre amis.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Confectionnée en <strong>100% coton biologique</strong>, garantissant un toucher agréable et un engagement écologique.</li><li>Un motif <strong>Garlin Pêche multicolore</strong> qui dynamise instantanément votre décoration de table.</li><li>Taille standard de <strong>160 cm</strong>, idéale pour une variété de tables et de configurations.</li><li><strong>Robustesse</strong> et <strong>entretien aisé</strong> pour une utilisation quotidienne et durable.</li></ul><p>Une pièce maîtresse qui allie esthétisme, confort et respect des matériaux, fidèle aux valeurs de notre sélection.</p><h3>Le conseil de La Gustothèque</h3><p>Cette nappe est parfaite pour les déjeuners estivaux en extérieur ou pour apporter une note de gaieté à votre salle à manger. Osez l'associer à des éléments de vaisselle simples pour laisser le motif s'exprimer pleinement.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, multicolore, pêche, Sud-Ouest, Lagustothèque",TRUE,Taille,300 cm,,,,,GARLN160_1465_300CM,,shopify,0,deny,manual,185.00,,TRUE,TRUE,3661842472423,,,Nappe en coton biologique Artiga Garlin motif pêche multicolore de 160 cm,FALSE,Nappe Coton Bio Artiga Garlin Pêche - 160 cm | Table Élégante,"Illuminez vos repas avec la nappe Garlin Pêche en coton biologique Artiga. Un motif multicolore vibrant inspiré du Sud-Ouest, conçue pour durer. Sélectionnée par La Gustothèque pour son authenticité et sa qualité irréprochable.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842472331,Nappe Coton Bio Garlin Pêche - 160 cm - ARTIGA,"<p>La Gustothèque sélectionne des produits qui apportent joie et authenticité à votre intérieur. Cette nappe est une invitation au voyage, une célébration des couleurs et de la qualité.</p><p>Offrez à votre table une explosion de couleurs avec cette charmante nappe en coton biologique. Son motif Garlin Pêche, riche et multicolore, est une véritable ode à la douceur de vivre du Sud-Ouest, parfaite pour égayer vos repas en famille ou entre amis.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Confectionnée en <strong>100% coton biologique</strong>, garantissant un toucher agréable et un engagement écologique.</li><li>Un motif <strong>Garlin Pêche multicolore</strong> qui dynamise instantanément votre décoration de table.</li><li>Taille standard de <strong>160 cm</strong>, idéale pour une variété de tables et de configurations.</li><li><strong>Robustesse</strong> et <strong>entretien aisé</strong> pour une utilisation quotidienne et durable.</li></ul><p>Une pièce maîtresse qui allie esthétisme, confort et respect des matériaux, fidèle aux valeurs de notre sélection.</p><h3>Le conseil de La Gustothèque</h3><p>Cette nappe est parfaite pour les déjeuners estivaux en extérieur ou pour apporter une note de gaieté à votre salle à manger. Osez l'associer à des éléments de vaisselle simples pour laisser le motif s'exprimer pleinement.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, multicolore, pêche, Sud-Ouest, Lagustothèque",TRUE,Taille,350 cm,,,,,GARLN160_1465_350CM,,shopify,0,deny,manual,209.00,,TRUE,TRUE,3661842472454,,,Nappe en coton biologique Artiga Garlin motif pêche multicolore de 160 cm,FALSE,Nappe Coton Bio Artiga Garlin Pêche - 160 cm | Table Élégante,"Illuminez vos repas avec la nappe Garlin Pêche en coton biologique Artiga. Un motif multicolore vibrant inspiré du Sud-Ouest, conçue pour durer. Sélectionnée par La Gustothèque pour son authenticité et sa qualité irréprochable.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842472324,Nappe Coton Bio Garlin Ananas - 160 cm - ARTIGA,"<p>La Gustothèque est toujours à la recherche de pièces qui allient originalité et qualité. Cette nappe est un véritable coup de cœur, promettant d'égayer vos repas avec une touche d'évasion.</p><p>Éveillez vos sens avec cette nappe en coton biologique, ornée d'un motif Garlin Ananas multicolore, qui évoque la chaleur et la convivialité du Sud-Ouest avec une note d'exotisme. Idéale pour apporter une ambiance joyeuse et décontractée à toutes vos occasions.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Fabriquée en <strong>100% coton biologique</strong> pour une douceur et une résistance remarquables.</li><li>Motif <strong>Garlin Ananas multicolore</strong>, une création originale qui invite au voyage et à la bonne humeur.</li><li>Format polyvalent de <strong>160 cm</strong>, s'adaptant à diverses configurations de table.</li><li><strong>Excellente tenue</strong> au lavage et <strong>facilité d'entretien</strong> pour une beauté qui dure.</li></ul><p>Une nappe qui reflète notre engagement à vous proposer des produits d'exception, pensés pour le plaisir et le quotidien.</p><h3>Le conseil de La Gustothèque</h3><p>Pour un effet ""bord de mer"" chic, mariez cette nappe avec des sets de table en jonc de mer et des verres colorés. Elle est aussi une idée cadeau parfaite pour les amateurs de design original.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, ananas, multicolore, Sud-Ouest, exotique, Lagustothèque",TRUE,Taille,160 cm,,,,,GARLN160_1466_160CM,,shopify,0,deny,manual,115.00,,TRUE,TRUE,3661842472324,https://www.artiga.fr/8540-medium_default/nappe-en-coton-garlin-ananas.jpg,1,Nappe en coton biologique Artiga Garlin motif ananas multicolore de 160 cm,FALSE,Nappe Coton Bio Artiga Garlin Ananas - 160 cm | Design Original,Adoptez l'exotisme du Sud-Ouest avec la nappe Garlin Ananas en coton biologique Artiga. Un design multicolore unique et une qualité supérieure pour une table pleine de caractère. La Gustothèque sélectionne l'excellence pour vous.,4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842472324,Nappe Coton Bio Garlin Ananas - 160 cm - ARTIGA,"<p>La Gustothèque est toujours à la recherche de pièces qui allient originalité et qualité. Cette nappe est un véritable coup de cœur, promettant d'égayer vos repas avec une touche d'évasion.</p><p>Éveillez vos sens avec cette nappe en coton biologique, ornée d'un motif Garlin Ananas multicolore, qui évoque la chaleur et la convivialité du Sud-Ouest avec une note d'exotisme. Idéale pour apporter une ambiance joyeuse et décontractée à toutes vos occasions.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Fabriquée en <strong>100% coton biologique</strong> pour une douceur et une résistance remarquables.</li><li>Motif <strong>Garlin Ananas multicolore</strong>, une création originale qui invite au voyage et à la bonne humeur.</li><li>Format polyvalent de <strong>160 cm</strong>, s'adaptant à diverses configurations de table.</li><li><strong>Excellente tenue</strong> au lavage et <strong>facilité d'entretien</strong> pour une beauté qui dure.</li></ul><p>Une nappe qui reflète notre engagement à vous proposer des produits d'exception, pensés pour le plaisir et le quotidien.</p><h3>Le conseil de La Gustothèque</h3><p>Pour un effet ""bord de mer"" chic, mariez cette nappe avec des sets de table en jonc de mer et des verres colorés. Elle est aussi une idée cadeau parfaite pour les amateurs de design original.</p>",,,,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, ananas, multicolore, Sud-Ouest, exotique, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8541-medium_default/nappe-en-coton-garlin-ananas.jpg,2,Nappe en coton biologique Artiga Garlin motif ananas multicolore de 160 cm,,Nappe Coton Bio Artiga Garlin Ananas - 160 cm | Design Original,Adoptez l'exotisme du Sud-Ouest avec la nappe Garlin Ananas en coton biologique Artiga. Un design multicolore unique et une qualité supérieure pour une table pleine de caractère. La Gustothèque sélectionne l'excellence pour vous.,4143,,,,,,,,,,,,,,,,,,,
3661842472324,Nappe Coton Bio Garlin Ananas - 160 cm - ARTIGA,"<p>La Gustothèque est toujours à la recherche de pièces qui allient originalité et qualité. Cette nappe est un véritable coup de cœur, promettant d'égayer vos repas avec une touche d'évasion.</p><p>Éveillez vos sens avec cette nappe en coton biologique, ornée d'un motif Garlin Ananas multicolore, qui évoque la chaleur et la convivialité du Sud-Ouest avec une note d'exotisme. Idéale pour apporter une ambiance joyeuse et décontractée à toutes vos occasions.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Fabriquée en <strong>100% coton biologique</strong> pour une douceur et une résistance remarquables.</li><li>Motif <strong>Garlin Ananas multicolore</strong>, une création originale qui invite au voyage et à la bonne humeur.</li><li>Format polyvalent de <strong>160 cm</strong>, s'adaptant à diverses configurations de table.</li><li><strong>Excellente tenue</strong> au lavage et <strong>facilité d'entretien</strong> pour une beauté qui dure.</li></ul><p>Une nappe qui reflète notre engagement à vous proposer des produits d'exception, pensés pour le plaisir et le quotidien.</p><h3>Le conseil de La Gustothèque</h3><p>Pour un effet ""bord de mer"" chic, mariez cette nappe avec des sets de table en jonc de mer et des verres colorés. Elle est aussi une idée cadeau parfaite pour les amateurs de design original.</p>",,,,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, ananas, multicolore, Sud-Ouest, exotique, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8542-medium_default/nappe-en-coton-garlin-ananas.jpg,3,Nappe en coton biologique Artiga Garlin motif ananas multicolore de 160 cm,,Nappe Coton Bio Artiga Garlin Ananas - 160 cm | Design Original,Adoptez l'exotisme du Sud-Ouest avec la nappe Garlin Ananas en coton biologique Artiga. Un design multicolore unique et une qualité supérieure pour une table pleine de caractère. La Gustothèque sélectionne l'excellence pour vous.,4143,,,,,,,,,,,,,,,,,,,
3661842472324,Nappe Coton Bio Garlin Ananas - 160 cm - ARTIGA,"<p>La Gustothèque est toujours à la recherche de pièces qui allient originalité et qualité. Cette nappe est un véritable coup de cœur, promettant d'égayer vos repas avec une touche d'évasion.</p><p>Éveillez vos sens avec cette nappe en coton biologique, ornée d'un motif Garlin Ananas multicolore, qui évoque la chaleur et la convivialité du Sud-Ouest avec une note d'exotisme. Idéale pour apporter une ambiance joyeuse et décontractée à toutes vos occasions.</p><p><strong>Bénéfices clés :</strong></p><ul><li>Fabriquée en <strong>100% coton biologique</strong> pour une douceur et une résistance remarquables.</li><li>Motif <strong>Garlin Ananas multicolore</strong>, une création originale qui invite au voyage et à la bonne humeur.</li><li>Format polyvalent de <strong>160 cm</strong>, s'adaptant à diverses configurations de table.</li><li><strong>Excellente tenue</strong> au lavage et <strong>facilité d'entretien</strong> pour une beauté qui dure.</li></ul><p>Une nappe qui reflète notre engagement à vous proposer des produits d'exception, pensés pour le plaisir et le quotidien.</p><h3>Le conseil de La Gustothèque</h3><p>Pour un effet ""bord de mer"" chic, mariez cette nappe avec des sets de table en jonc de mer et des verres colorés. Elle est aussi une idée cadeau parfaite pour les amateurs de design original.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, 160 cm, Artiga, Garlin, ananas, multicolore, Sud-Ouest, exotique, Lagustothèque",TRUE,Taille,200 cm,,,,,GARLN160_1466_200CM,,shopify,0,deny,manual,129.00,,TRUE,TRUE,3661842472355,,,Nappe en coton biologique Artiga Garlin motif ananas multicolore de 160 cm,FALSE,Nappe Coton Bio Artiga Garlin Ananas - 160 cm | Design Original,Adoptez l'exotisme du Sud-Ouest avec la nappe Garlin Ananas en coton biologique Artiga. Un design multicolore unique et une qualité supérieure pour une table pleine de caractère. La Gustothèque sélectionne l'excellence pour vous.,4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
